id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
8340,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy's Volleyball Champion Black White Kidswear
3943,Women,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Jealous 21 Women's Maroon T-shirt
5150,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Women's Rhythm Graphic Coral Red T-shirt
7012,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Men's Green Polo With Grey Stripes T-shirt
12884,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Spykar Men Helmet Grey T-Shirts
28844,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Proline Men Charcoal T-shirt
2091,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2010.0,Sports,ADIDAS Mens ESS 3S Polo T-shirt
5158,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Inkfruit Men's Hell Raiser Brown T-shirt
3779,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Status Quo Men's Black Polo T-shirt
33304,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Pack of 2 T-shirts
7003,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,s.Oliver Men's Sky Polo Blue T-shirt
2847,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Mr.Men Men's Is There More Love Purple T-shirt
10465,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Flying Machine Men Paisley Purple Tshirts
7749,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Young Lords Purple T-shirt
51370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Spykar Men Black T-shirt
4235,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Probase Men's Aircorp Brown Tshirt
4209,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Mickey On Skates Kidswear
2615,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Black Bleed Blue T-shirt
31102,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and jony Boys Printed Red T-shirt
18618,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Team Essential Moonlight Steelblue Polo Tshirts
7817,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Striped Polo T-shirt
23973,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Purple Printed T-shirt
4371,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mickey Men's Pluto Order Comic Charcoal T-shirt
3082,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's Cartoon Navy T-shirt
24275,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Quiksilver Men Basic White T-shirt
28565,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Air Bags Blue T-shirt
9783,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Bnce Hop White Tshirts
13232,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Orange Tshirts
31252,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Dizzy Graphic Green T-shirt
38605,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Nike Men Yellow Eligible Athlete T-shirt
6551,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Miler Singlet Blue T-shirt
2861,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Inkfruit Men's I am Hooked Green T-shirt
32768,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Music Men Printed Grey T-shirt
42394,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Flying Machine Women Purple T-shirt
30647,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men U Logo Black T-shirt
23627,Men,Apparel,Topwear,Tshirts,White,Spring,2013.0,Casual,Beatles Men White Printed T-Shirt
14298,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Printed pack of 3 Tshirts
33935,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Summer,2012.0,Casual,ADIDAS Men Polo Turquoise Blue T-Shirt
4398,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Free Authority Men's Foil Raw Edge Washed Olive T-shirt
31586,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Mark Taylor Men Printed Yellow T-shirt
44834,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Puma Men Black Training T-shirt
4315,Unisex,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Kid's Unisex Harappa Choco Brown Kidswear
34399,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Global Response Black T-shirt
15933,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Regent Polo Club Men Solid Blue Tshirt
35880,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jungle Book Boys Royal White T-shirt
2056,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,Lee Men's Ten Minutes to Midnight T-shirt
2054,Men,Apparel,Topwear,Tshirts,Maroon,Winter,2010.0,Casual,Lee Men's Stone T-shirt
4402,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Billy Idol Men's Faceless Black T-shirt
5442,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Women's Striped Polo Blue T-shirt
41752,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Printed Yellow T-shirt
29157,Boys,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Boys Hopeland Pink T-shirt
14648,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Probase Men White Grafitti Black Tshirts
32422,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men One Love Black T-shirt
48448,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,French Connection Men Purple T-shirt
32924,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Status Quo Men Printed Navy Blue T-shirt
18245,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt
31148,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt
4359,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Free Authority Men's Melting Records Black T-shirt
23638,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,DC Comics Men Green T-shirt
13429,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,United Colors of Benetton Men Printed Maroon Tshirts
38152,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wildcraft Women White T-shirt
6063,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Men's Roundneck Take Good Look White T-shirt
27445,Women,Apparel,Topwear,Tshirts,Coffee Brown,Winter,2015.0,Casual,Jockey Women Coffee Brown T-shirt
2484,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Puma Women Spagetti White Top
32970,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Men Printed Black T-shirt
6512,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,ADIDAS Men's Light Green T-shirt
34314,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Urban T-shirt
25504,Boys,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Kids Boys Soccer Blue T-Shirt
33937,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Polo Black T-shirt
38971,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Arrow New York Men Grey T-shirt
2307,Women,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Sports,Nike Women Purple Polo T-shirt
48406,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,French Connection Men Cream Striped T-shirt
11363,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Tshirt
38494,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys United Green T-shirt
6758,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Timberland Men's Linear Logo Red T-shirt
19581,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White Tshirt
15475,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Logo Blue Tshirts
27444,Women,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Casual,Jockey Women Black T-shirt
26246,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Proline Men Green Polo Tshirt
26725,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Large Logo Graphic Black T-shirt
12054,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Spykar Men Printed White T-Shirts
40267,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Scullers Men Striped White T-shirt
4780,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,ADIDAS Women's Balance Pink T-shirt
3769,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Status Quo Men's Blue Polo T-shirt
3991,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mr.Men Men's Wave Rider White T-shirt
11778,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Lee Men Solid Grey Tshirts
29019,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Color Block Navy Blue T-shirt
7006,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,s.Oliver Men's Sound Rebels Black T-shirt
39003,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Unit White T-shirt
53804,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
33939,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt
16913,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Mr. Men Men Printed Grey Tshirt
3410,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's Lazy White T-shirt
15190,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Solid Navy Blue Polo Tshirts
15283,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Ed Hardy Men Eagle Print Blue Tshirts
17497,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Classic Polo Men Stripes Grey Polo T-Shirt
8275,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr.Men Men's Coral Red T-shirt
3713,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Men Green Polo T-shirt
2243,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men Stripe Polo White Polo T-shirt
16191,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Graphic White TShirt
34357,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Prayer T-shirt
6170,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Lee Men's Guns Crownjewel Purple T-shirt
32628,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Black Polo T-shirt
20334,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr.Men Men Printed Blue Tshirt
11008,Women,Apparel,Topwear,Tshirts,Cream,Fall,2011.0,Casual,Inkfruit Women Behind Cream Tshirts
3845,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Wrangler Men's Wild Horse Brown T-shirt
3364,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's Brain Blue T-shirt
1984,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Women Graphic White T-shirt
2680,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Inkfruit Men's Indian Rule Blue T-shirt
4192,Boys,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Disney Kids Boy's Green Naughty Donald Kidswear
12847,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Ant Kids Boys National Champion Black Tshirts
6995,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,s.Oliver Men's Line Printed Dark Grey T-shirt
30144,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Flying Machine Women Printed Black T-shirt
3788,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Basics Men White & Blue Striped Polo T-shirt
15606,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Nike Men Training Grey Tshirts
2092,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Mens Polo Blue Polo T-shirt
19612,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirt
3120,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Freestyler Turquoise T-shirt
2340,Men,Apparel,Topwear,Tshirts,Purple,Fall,2010.0,Casual,Reebok Men Plum Shiamak Purple T-shirt
19789,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt
2062,Men,Apparel,Topwear,Tshirts,Grey,Winter,2010.0,Casual,Lee Mens  T-shirt
5506,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Nike Women's Yellow Casual T-shirt
32971,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Angry Birds Men Printed Blue T-shirt
27353,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tantra Women Jimmo White T-shirt
11024,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Wrangler Women Purple T-shirt
24269,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Quiksilver Men Grey Printed T-shirt
25921,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Femella Women Lime Green T-shirt
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Delhi T-shirt
10871,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Wrangler Men Dirtcross Grey T-Shirts
40044,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt
3926,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Wanderer's Dream Sky T-shirt
19110,Men,Apparel,Topwear,Tshirts,Beige,Winter,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts
28928,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mr. Men Printed Charcoal T-shirt
7607,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Nike Men's FCB Core Black SS T-shirt
38803,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Marvel Men Blue Printed T-shirt
36737,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Spykar Women Cult Green T-shirt
33947,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,ADIDAS Men Navy Blue & White Polo T-shirt
7297,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Jimi Hendrix Men's Jimi Experience Brown Melange T-shirt
1906,Men,Apparel,Topwear,Tshirts,Cream,Winter,2010.0,Casual,FIFA Mens 1905 Football Federation T-shirt
3519,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's I have Multiple Personalities White T-shirt
5153,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Women's Side Paisley White T-shirt
58734,Men,Apparel,Topwear,Tshirts,Red,Fall,2012.0,Sports,PUMA Men Red Printed T-shirt
9778,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men  White Polo Tshirts
4042,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Rajasthan Royals Kids Authentic Replica Cricket Jersey
14922,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Mr. Men Men Sleep Placid Blue Tshirts
20670,Men,Apparel,Topwear,Tshirts,Turquoise Blue,Fall,2011.0,Casual,Classic Polo Men Striped Turquoise Blue Tshirt
33206,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Sepia Women Printed Green T-shirt
34403,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Back To The 70s Black T-shirt
2683,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Inkfruit Men's Red And Black T-shirt
53774,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men White T-shirt
52148,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Femella Women Red Polo T-Shirt
31271,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Calonge Graphic Red T-shirt
3792,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Basics Men Navy & White Striped Polo T-shirt
9827,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Little Miss Women Printed White T-shirt
17266,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Green  polo Tshirt
5100,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Wrangler Men's Cowboy Color Yellow T-shirt
28550,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Club Pique Polo Black T-shirt
33310,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Jack & Jones Men White & Green Polo T-shirt
10377,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Printed White Tshirts
11992,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Classic Polo Men Stripes Green Tshirts
7954,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Puma Men's Knit Polo Mazarine Blue Polo T-shirt
10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women Aspen Yellow Tshirts
22631,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women Printed Pink T-shirt
7447,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Proline Men Orange Polo T-shirt
23179,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Mark Taylor Men Yellow Printed T-shirt
17613,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boys Catch Me Red Tshirt
31273,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Calonge Graphic Green T-shirt
16287,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Peter England Men Printed Blue TShirt
11406,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue T-Shirts
53307,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Locomotive Men White T-shirt
33952,Men,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,ADIDAS Men Vesta Peach Polo T-shirt
26228,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo T-Shirt
3529,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's Ear Plugs Navy Blue T-shirt
4256,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2011.0,Casual,Inkfruit Men Grey Melange Printed T-shirt
6572,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's Challenger Logo Black T-shirt
10822,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Navy Blue Polo Tshirts
9984,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Sports,Nike Men As Value Runn Green T-Shirts
1814,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010.0,Sports,Solognac Men Chocolate Brown  T-shirt
16424,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Levi's Men Printed Blue  Tshirts
34381,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Snapp Diet T-shirt
37272,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Tantra Men Black Angry Anna T-shirt
3729,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Mumbai Indians Kids Match Jersey
9556,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Asem Cricket Swoosh Black T-Shirts
12644,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Probase Men Solid White Polo T-shirts
17513,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Stripes Black Polo T-Shirt
3778,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Green Polo T-shirt
3706,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey Red & Brown Stripe T-shirt
39067,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Arrow Sport Men Green T-shirt
54940,Women,Apparel,Topwear,Tshirts,Burgundy,Summer,2012.0,Casual,Do u speak green Women Burgundy T-shirt
7784,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Polo T-shirt
3520,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Reaching The Moon Black T-shirt
12803,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Nike Women Polka Dot Grafitti Pink T-shirt
18631,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men GP Speed Navy Blue Tshirts
2047,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010.0,Sports,ADIDAS Men's Navy Blue T-shirt
4208,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Geo Team Kidswear
32470,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Women Blue T-shirt
4190,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Yellow Little Friends Kidswear
10690,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Boy Mummy daddy me Yellow Tshirts
2041,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,ADIDAS Mens Fire Grey T-shirt
26715,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Large Logo Blue T-shirt
42175,Men,Apparel,Topwear,Tshirts,White,Summer,2017.0,Casual,Status Quo Men White T-shirt
6996,Men,Apparel,Topwear,Tshirts,Brown,Spring,2011.0,Casual,Classic Polo Men's State Athletic Brown T-shirt
37150,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Campbell Men Pack of 3 T-shirt
4864,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men Real Madrid White Jersey
40138,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Under The Sun Yellow T-shirt
29014,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men  Grey Polo T-shirt
22796,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Manchester United Men Green Tshirt
9989,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men As Ss Cruiser Black T-Shirts
5172,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Inkfruit Women's Innocence Carrot Orange T-shirt
48070,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,French Connection Men Off White T-shirt
16289,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Peter England Men Printed Blue TShirt
4313,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Elephant Pink Kidswear
18226,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Manchester United Men Printed Grey Tshirt
6547,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Women's Embossed Yellow T-shirt
7441,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey Striped T-shirt
26263,Men,Apparel,Topwear,Tshirts,Blue,Summer,2013.0,Casual,Proline Men Blue Polo T-Shirt
49962,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Hanes Men White Pack of 3 T-shirts
